Category,Namespace,Type Name,Attribute Name,Type,Cardinality,Definition
attribute,cdm.base.staticdata.asset.common,CommodityProductDefinition,priceSource,PriceSource,(0..1),"Specifies a publication that provides the commodity price, including, where applicable the details of where in the publication the price is published.  Applicable when the commodity reference price is not a futures contract"
attribute,cdm.base.staticdata.asset.common,CommodityProductDefinition,commodityInfoPublisher,CommodityInformationPublisherEnum,(0..1),Specifies the publication where the commodity prices can be found.
attribute,cdm.base.staticdata.asset.common,CommodityProductDefinition,exchangeId,string,(1..1)," Identifies the exchange from which the reference price should be sourced, using the scheme at the following url: http://www.fpml.org/coding-scheme/external/exchange-id-MIC-1-0"
data type,cdm.base.staticdata.asset.common,DeliveryDateParameters,,,,Specifies a specific date or the parameters for identifying the relevant contract date when the commodity reference price is a futures contract.
attribute,cdm.base.staticdata.asset.common,DeliveryDateParameters,deliveryNearby,Offset,(0..1),Provides a container for the parametric representation that specifies which nearby contract date would be used as a refrence for a price.
attribute,cdm.base.staticdata.asset.common,DeliveryDateParameters,deliveryDate,AdjustableDate,(0..1),Specifies the specific contract date for the contract that should be referenced for a price.
attribute,cdm.base.staticdata.asset.common,DeliveryDateParameters,deliveryDateRollConvention,Offset,(0..1),"Specifies, for a Commodity Transaction that references a listed future, the day on which the specified future will roll to the next nearby month prior to the expiration of the referenced future. If the future will not roll at all - i.e. the price will be taken from the expiring contract, 0 days should be specified here. If the future will roll to the next nearby on the last trading day - i.e. the price will be taken from the next nearby on the last trading day, then 1 business day should be specified and so on."
attribute,cdm.base.staticdata.asset.common,DeliveryDateParameters,deliveryDateExpirationConvention,Offset,(0..1),"Specifies, for a Commodity Transaction that references a listed future, the day on which the specified future will expire ahead of the actual expiration of the referenced future. For example: Z21 Contract expires on 19Nov21, with an adjust of 2D the 'expire' will be 16Nov21. DeliveryDateRollConvention takes precedence. Example: Pricing on the Z21 Contract with NearbyContractDay and a deliveryDateRoll of 10D, Sampling of the F22 Contract will occur on 8Nov21 through the last Date of the Z21 Contract. With an ExpConvention of 5D, the last sampling date on the F22 contract will be 12Nov21."
data type,cdm.base.staticdata.asset.common,CommodityReferenceFramework,,,,Specifies the type of commodity.
attribute,cdm.base.staticdata.asset.common,CommodityReferenceFramework,commodityName,string,(1..1),"Identifies the commodity more specifically. Where possible, this should follow the naming convention used in the 2005 ISDA Commodity Definitions SubAnnex A, including the subCommodity and additional qualifiers, but should be limited to 256 characters or less."
attribute,cdm.base.staticdata.asset.common,CommodityReferenceFramework,capacityUnit,CapacityUnitEnum,(0..1),"Provides an enumerated value for a capacity unit, generally used in the context of defining quantities for commodities."
attribute,cdm.base.staticdata.asset.common,CommodityReferenceFramework,weatherUnit,WeatherUnitEnum,(0..1),"Provides an enumerated values for a weather unit, generally used in the context of defining quantities for commodities."
attribute,cdm.base.staticdata.asset.common,CommodityReferenceFramework,currency,string,(1..1),Defines the currency in which the commodity is priced.
data type,cdm.base.staticdata.asset.common,Loan,,,,Identifies a loan by referencing a product identifier and through an optional set of attributes.
attribute,cdm.base.staticdata.asset.common,Loan,borrower,LegalEntity,(0..*),Specifies the borrower. There can be more than one borrower. It is meant to be used in the event that there is no Bloomberg Id or the Secured List isn't applicable.
attribute,cdm.base.staticdata.asset.common,Loan,lien,string,(0..1),Specifies the seniority level of the lien.
attribute,cdm.base.staticdata.asset.common,Loan,facilityType,string,(0..1),"Specifies the type of loan facility (letter of credit, revolving, ...)."
attribute,cdm.base.staticdata.asset.common,Loan,creditAgreementDate,date,(0..1),Specifies the credit agreement date is the closing date (the date where the agreement has been signed) for the loans in the credit agreement. Funding of the facilities occurs on (or sometimes a little after) the Credit Agreement date. This underlier attribute is used to help identify which of the company's outstanding loans are being referenced by knowing to which credit agreement it belongs. ISDA Standards Terms Supplement term: Date of Original Credit Agreement.
attribute,cdm.base.staticdata.asset.common,Loan,tranche,string,(0..1),Denotes the loan tranche that is subject to the derivative transaction. It will typically be referenced as the Bloomberg tranche number. ISDA Standards Terms Supplement term: Bloomberg Tranche Number.
data type,cdm.base.staticdata.asset.common,CollateralTaxonomy,,,,"Specifies the collateral taxonomy, which is composed of a taxonomy value and a taxonomy source."
attribute,cdm.base.staticdata.asset.common,CollateralTaxonomy,taxonomyValue,CollateralTaxonomyValue,(1..1),Specifies the taxonomy value.
attribute,cdm.base.staticdata.asset.common,CollateralTaxonomy,taxonomySource,TaxonomySourceEnum,(1..1),Specifies the taxonomy source.
data type,cdm.base.staticdata.asset.common,CollateralTaxonomyValue,,,,"Specifies the collateral taxonomy value, either as a specified enumeration or as a string."
attribute,cdm.base.staticdata.asset.common,CollateralTaxonomyValue,eu_EMIR_EligibleCollateral,EU_EMIR_EligibleCollateralEnum,(0..*),Identifies European Union Eligible Collateral Assets classification categories based on EMIR Uncleared Margin Rules. Eligible Collateral asset classes for both initial margin (IM) and variation margin (VM) posted and collected between specified entities. Please note: EMIR regulation will detail which eligible collateral assets classes apply to each type of entity pairing (counterparty) and which apply to posting of IM and VM
attribute,cdm.base.staticdata.asset.common,CollateralTaxonomyValue,uk_EMIR_EligibleCollateral,UK_EMIR_EligibleCollateralEnum,(0..*),Identifies United Kingdom Eligible Collateral Assets classification categories based on UK Onshored EMIR Uncleared Margin Rules Eligible Collateral asset classes for both initial margin (IM) and variation margin (VM) posted and collected between specified entities. Please note: UK EMIR regulation will detail which eligible collateral assets classes apply to each type of entity pairing (counterparty) and which apply to posting of IM and VM.
attribute,cdm.base.staticdata.asset.common,CollateralTaxonomyValue,us_CFTC_PR_EligibleCollateral,US_CFTC_PR_EligibleCollateralEnum,(0..*),"Identifies US Eligible Collateral Assets classification categories based on Uncleared Margin Rules published by the CFTC and the US Prudential Regulator. Note: While the same basic categories exist in the CFTC and US Prudential Regulators’ margin rules, the precise definitions or application of those rules could differ between the two rules."
attribute,cdm.base.staticdata.asset.common,CollateralTaxonomyValue,nonEnumeratedTaxonomyValue,string,(0..*),Identifies the taxonomy value when not specified as an enumeration.
data type,cdm.base.staticdata.asset.common,Security,,,,Identifies a security by referencing a product identifier and by specifying the sector.
attribute,cdm.base.staticdata.asset.common,Security,securityType,SecurityTypeEnum,(1..1),Identifies the type of security using an enumerated list.
attribute,cdm.base.staticdata.asset.common,Security,debtType,DebtType,(0..1),Identifies the type of debt and selected debt economics.
attribute,cdm.base.staticdata.asset.common,Security,equityType,EquityTypeEnum,(0..1),Identifies the type of equity.
